SourceID	Order	SourceDeck	SourceCard	English	EnglishMeaning	EnglishExample	CueSource	TurkishCue	Status
4000 Essential English Words::4.Book::::pinch	2095	4000 Essential English Words::4.Book		pinch	To pinch means to take a piece of skin between one’s fingers and squeeze.	I pinched my nose so I couldn’t smell the odor from the garbage.	to pinch	çimdiklemek	draft_google_word
4000 Essential English Words::4.Book::::prevalent	2096	4000 Essential English Words::4.Book		prevalent	When something is prevalent, it is common.	Growing a beard is more prevalent in some countries than in others.	to be prevalent	yaygın	draft_google_word
4000 Essential English Words::4.Book::::quantum	2097	4000 Essential English Words::4.Book		quantum	When something is quantum, it relates to the behavior of atomic particles.	The physics student studied quantum mechanics.	to be quantum	kuantum	draft_google_word
4000 Essential English Words::4.Book::::ratio	2098	4000 Essential English Words::4.Book		ratio	A ratio is a relationship between two things expressed in numbers or amounts.	The boy-to-girl ratio is one to three.	ratio	oran	draft_google_word
4000 Essential English Words::4.Book::::spiral	2099	4000 Essential English Words::4.Book		spiral	A spiral is a shape which winds round and round as if around a cylinder.	A strand of DNA looks like two interlocking spirals.	spiral	sarmal	draft_google_word
4000 Essential English Words::4.Book::::viral	2100	4000 Essential English Words::4.Book		viral	When something is viral, it is a disease or infection that is caused by a virus.	The girl was in bed for a week when she had a viral infection.	to be viral	viral	draft_google_word
4000 Essential English Words::4.Book::::acid	2101	4000 Essential English Words::4.Book		acid	An acid is a chemical that can burn or dissolve other substances.	In chemistry class, we mixed two acids together and watched the reaction.	acid	asit	draft_google_word
4000 Essential English Words::4.Book::::administration	2102	4000 Essential English Words::4.Book		administration	An administration is the group of people who manage a company or organization.	She hoped she could be promoted to a job in administration.	administration	yönetim	draft_google_word
4000 Essential English Words::4.Book::::administrative	2103	4000 Essential English Words::4.Book		administrative	Administrative describes anything related to managing a company or organization.	I work as an administrative assistant to the owner of the company.	administrative	idari	draft_google_word
4000 Essential English Words::4.Book::::biotechnology	2104	4000 Essential English Words::4.Book		biotechnology	Biotechnology is the use of living parts, such as cells, in industry and technology.	Researchers at the biotechnology company use bacteria to make medicine.	biotechnology	biyoteknoloji	draft_google_word
4000 Essential English Words::4.Book::::cholesterol	2105	4000 Essential English Words::4.Book		cholesterol	Cholesterol is a substance in fat, tissues, and blood of all animals.	When people have too much cholesterol, they are at a high risk for heart problems.	cholesterol	kolesterol	draft_google_word
4000 Essential English Words::4.Book::::coalition	2106	4000 Essential English Words::4.Book		coalition	A coalition is a group of people or organizations working for a common purpose.	The companies formed a coalition to make trade less expensive.	coalition	koalisyon	draft_google_word
4000 Essential English Words::4.Book::::deceptive	2107	4000 Essential English Words::4.Book		deceptive	When something is deceptive, it encourages one to believe something that is false.	The scary-looking man’s appearance is deceptive; he is actually very nice.	to be deceptive	aldatıcı	draft_google_word
4000 Essential English Words::4.Book::::diabetes	2108	4000 Essential English Words::4.Book		diabetes	Diabetes is a medical condition in which a person’s body cannot control the level of sugar in their blood.	Overweight people are more likely to suffer from diabetes than slimmer ones.	diabetes	diyabet	draft_google_word
4000 Essential English Words::4.Book::::eliminate	2109	4000 Essential English Words::4.Book		eliminate	To eliminate something that is unwanted means to completely remove it.	Wearing a seatbelt eliminates some of the dangers of driving a car.	to eliminate	ortadan kaldırmak	draft_google_word
4000 Essential English Words::4.Book::::erosion	2110	4000 Essential English Words::4.Book		erosion	Erosion is the destruction of rock or soil due to flowing water or weather.	Canyons are formed because rivers of fast-moving water caused erosion.	erosion	erozyon	draft_google_word
4000 Essential English Words::4.Book::::ethics	2111	4000 Essential English Words::4.Book		ethics	Ethics are moral beliefs or rules about right or wrong.	The act of stealing certainly doesn’t go against some people’s ethics.	ethics	etik	draft_google_word
4000 Essential English Words::4.Book::::explicit	2112	4000 Essential English Words::4.Book		explicit	If something is explicit, it is very clear, open, and truthful.	The man gave a very explicit account of the car accident.	to be explicit	açık / net	draft_google_word
4000 Essential English Words::4.Book::::framework	2113	4000 Essential English Words::4.Book		framework	A framework is a set of rules or ideas that people use to solve problems.	His ideas fit into the framework of a successful business plan.	framework	çerçeve	draft_google_word
4000 Essential English Words::4.Book::::manufacture	2114	4000 Essential English Words::4.Book		manufacture	To manufacture something means to make it in a factory.	My father’s company manufactures steel building materials.	to manufacture	fabrikada üretmek	draft_google_word
4000 Essential English Words::4.Book::::mechanism	2115	4000 Essential English Words::4.Book		mechanism	A mechanism is a part of a machine that performs a certain function.	I can’t open my car door because the locking mechanism is broke.	mechanism	mekanizma	draft_google_word
4000 Essential English Words::4.Book::::minimize	2116	4000 Essential English Words::4.Book		minimize	To minimize means to reduce something to the lowest possible level.	I checked my homework twice to minimize errors I might have made.	to minimize	en aza indirmek	draft_google_word
4000 Essential English Words::4.Book::::nectar	2117	4000 Essential English Words::4.Book		nectar	Nectar is a sweet liquid produced by flowers that bees and other insects collect.	Bees use nectar to make their honey.	nectar	nektar	draft_google_word
4000 Essential English Words::4.Book::::notion	2118	4000 Essential English Words::4.Book		notion	A notion is an idea or belief about something.	I had a notion that this route would get us to the beach.	notion	fikir	draft_google_word
4000 Essential English Words::4.Book::::regime	2119	4000 Essential English Words::4.Book		regime	A regime is a system of government or management.	He was a member of the old regime that had been overthrown in the election.	regime	rejim	draft_google_word
4000 Essential English Words::4.Book::::straightforward	2120	4000 Essential English Words::4.Book		straightforward	When something is straightforward, it is good because it is easy to understand.	The teacher’s grading system was straightforward and fair.	to be straightforward	açık sözlü	draft_google_word
4000 Essential English Words::4.Book::::bankrupt	2121	4000 Essential English Words::4.Book		bankrupt	If someone is bankrupt, then they are unable to pay their debts.	The store had few customers and soon went bankrupt.	to be bankrupt	iflas etmek	draft_google_word
