#separator:tab
#html:true
SourceID	Level	Topic	CardType	CardTypeLabel	Front	Answer	Explanation	Examples	CommonMistake	SelfGrade	Tags
a1_2_core_sentences::object_pronoun_placement::production	a1_2_core_sentences	object pronoun placement	production	Production	Write in Spanish: I am going to buy it. (it = el libro)	Voy a comprarlo.	Attach lo to the infinitive.	- Lo quiero.<br>- Quiero verlo.<br>- Lo voy a comprar.<br>- Voy a comprarlo.	Do not place the pronoun randomly after a conjugated verb.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences object_pronoun_placement production
a1_2_core_sentences::object_pronoun_placement::pattern	a1_2_core_sentences	object pronoun placement	pattern	Mini pattern	Mini pattern: pronoun placement	pronoun + conjugated verb / infinitive+pronoun	This is a reusable sentence chunk. Practice swapping one word at a time.	- Lo leo.<br>- Puedo hacerlo.<br>- La quiero ver.	Do not place the pronoun randomly after a conjugated verb.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences object_pronoun_placement pattern
a1_2_core_sentences::negative_words::rule	a1_2_core_sentences	negative words	rule	Rule	Rule: negative words	<b>Formula</b><br>nada, nadie, nunca, tampoco<br><br><b>Use</b><br>Use negative words to say nothing, nobody, never, neither/not either.	Memorize the pattern first; the other cards in this topic make you use it.	- No veo nada.<br>- Nadie viene.<br>- Nunca trabajo tarde.<br>- Yo tampoco.	Spanish often keeps no with a negative word after the verb.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences negative_words rule
a1_2_core_sentences::negative_words::choose	a1_2_core_sentences	negative words	choose	Choose	Choose: I see nothing.<br>A) No veo nada.<br>B) Veo nada.	A) No veo nada.	Use no before the verb with nada after it.	- No veo nada.<br>- Nadie viene.<br>- Nunca trabajo tarde.<br>- Yo tampoco.	Spanish often keeps no with a negative word after the verb.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences negative_words choose
a1_2_core_sentences::negative_words::correction	a1_2_core_sentences	negative words	correction	Correction	Correct this Spanish: No veo algo.	No veo nada.	nada means nothing.	- No veo nada.<br>- Nadie viene.<br>- Nunca trabajo tarde.<br>- Yo tampoco.	Spanish often keeps no with a negative word after the verb.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences negative_words correction
a1_2_core_sentences::negative_words::production	a1_2_core_sentences	negative words	production	Production	Write in Spanish: Nobody is here.	Nadie está aquí.	nadie means nobody.	- No veo nada.<br>- Nadie viene.<br>- Nunca trabajo tarde.<br>- Yo tampoco.	Spanish often keeps no with a negative word after the verb.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences negative_words production
a1_2_core_sentences::negative_words::pattern	a1_2_core_sentences	negative words	pattern	Mini pattern	Mini pattern: negative word	no + verb + negative word	This is a reusable sentence chunk. Practice swapping one word at a time.	- No tengo nada.<br>- No conozco a nadie.<br>- No voy nunca.	Spanish often keeps no with a negative word after the verb.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences negative_words pattern
a1_2_core_sentences::tambien_vs_tampoco::rule	a1_2_core_sentences	tambien vs tampoco	rule	Rule	Rule: tambien vs tampoco	<b>Formula</b><br>también = also; tampoco = neither/not either<br><br><b>Use</b><br>Use también for agreement with positive statements and tampoco with negative statements.	Memorize the pattern first; the other cards in this topic make you use it.	- Yo también estudio.<br>- Yo tampoco fumo.<br>- Ella también viene.	Do not use también to agree with a negative sentence.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences tambien_vs_tampoco rule
a1_2_core_sentences::tambien_vs_tampoco::choose	a1_2_core_sentences	tambien vs tampoco	choose	Choose	Choose: I don't work today. Me neither.<br>A) Yo también.<br>B) Yo tampoco.	B) Yo tampoco.	Use tampoco with negative agreement.	- Yo también estudio.<br>- Yo tampoco fumo.<br>- Ella también viene.	Do not use también to agree with a negative sentence.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences tambien_vs_tampoco choose
a1_2_core_sentences::tambien_vs_tampoco::correction	a1_2_core_sentences	tambien vs tampoco	correction	Correction	Correct this Spanish: No tengo tiempo. Yo también.	No tengo tiempo. Yo tampoco.	Negative agreement needs tampoco.	- Yo también estudio.<br>- Yo tampoco fumo.<br>- Ella también viene.	Do not use también to agree with a negative sentence.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences tambien_vs_tampoco correction
a1_2_core_sentences::tambien_vs_tampoco::production	a1_2_core_sentences	tambien vs tampoco	production	Production	Write in Spanish: I also study.	Yo también estudio.	también means also.	- Yo también estudio.<br>- Yo tampoco fumo.<br>- Ella también viene.	Do not use también to agree with a negative sentence.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences tambien_vs_tampoco production
a1_2_core_sentences::tambien_vs_tampoco::pattern	a1_2_core_sentences	tambien vs tampoco	pattern	Mini pattern	Mini pattern: agreement response	yo también / yo tampoco	This is a reusable sentence chunk. Practice swapping one word at a time.	- Yo también.<br>- Yo tampoco.<br>- Nosotros también.	Do not use también to agree with a negative sentence.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences tambien_vs_tampoco pattern
a1_2_core_sentences::demonstratives::rule	a1_2_core_sentences	demonstratives	rule	Rule	Rule: demonstratives	<b>Formula</b><br>este/esta/estos/estas; ese/esa/esos/esas<br><br><b>Use</b><br>Use demonstratives for this/these and that/those.	Memorize the pattern first; the other cards in this topic make you use it.	- este libro<br>- esta casa<br>- esos coches<br>- esas mesas	Demonstratives agree with the noun.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences demonstratives rule
a1_2_core_sentences::demonstratives::choose	a1_2_core_sentences	demonstratives	choose	Choose	Choose: this house<br>A) este casa<br>B) esta casa	B) esta casa	casa is feminine singular.	- este libro<br>- esta casa<br>- esos coches<br>- esas mesas	Demonstratives agree with the noun.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences demonstratives choose
a1_2_core_sentences::demonstratives::correction	a1_2_core_sentences	demonstratives	correction	Correction	Correct this Spanish: estos mesa	estas mesas	mesa is feminine; plural is mesas.	- este libro<br>- esta casa<br>- esos coches<br>- esas mesas	Demonstratives agree with the noun.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences demonstratives correction
a1_2_core_sentences::demonstratives::production	a1_2_core_sentences	demonstratives	production	Production	Write in Spanish: those books	esos libros	libros is masculine plural.	- este libro<br>- esta casa<br>- esos coches<br>- esas mesas	Demonstratives agree with the noun.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences demonstratives production
a1_2_core_sentences::demonstratives::pattern	a1_2_core_sentences	demonstratives	pattern	Mini pattern	Mini pattern: this/that + noun	este/esta/ese/esa + noun	This is a reusable sentence chunk. Practice swapping one word at a time.	- este café<br>- esta puerta<br>- esos días	Demonstratives agree with the noun.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences demonstratives pattern
a1_2_core_sentences::tener_expressions::rule	a1_2_core_sentences	tener expressions	rule	Rule	Rule: tener expressions	<b>Formula</b><br>tener hambre/sed/frío/calor/sueño/miedo<br><br><b>Use</b><br>Use tener for many physical states that use be in English.	Memorize the pattern first; the other cards in this topic make you use it.	- Tengo hambre.<br>- Tiene frío.<br>- Tenemos sueño.	Do not translate I am hungry as estoy hambre.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences tener_expressions rule
a1_2_core_sentences::tener_expressions::choose	a1_2_core_sentences	tener expressions	choose	Choose	Choose: I am hungry.<br>A) Tengo hambre.<br>B) Estoy hambre.	A) Tengo hambre.	Spanish uses tener hambre.	- Tengo hambre.<br>- Tiene frío.<br>- Tenemos sueño.	Do not translate I am hungry as estoy hambre.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences tener_expressions choose
a1_2_core_sentences::tener_expressions::correction	a1_2_core_sentences	tener expressions	correction	Correction	Correct this Spanish: Estoy sed.	Tengo sed.	Use tener sed for being thirsty.	- Tengo hambre.<br>- Tiene frío.<br>- Tenemos sueño.	Do not translate I am hungry as estoy hambre.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences tener_expressions correction
a1_2_core_sentences::tener_expressions::production	a1_2_core_sentences	tener expressions	production	Production	Write in Spanish: We are sleepy.	Tenemos sueño.	Use tener sueño.	- Tengo hambre.<br>- Tiene frío.<br>- Tenemos sueño.	Do not translate I am hungry as estoy hambre.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences tener_expressions production
a1_2_core_sentences::tener_expressions::pattern	a1_2_core_sentences	tener expressions	pattern	Mini pattern	Mini pattern: tener + state noun	tener + hambre/sed/frío/calor	This is a reusable sentence chunk. Practice swapping one word at a time.	- Tengo frío.<br>- Tienes miedo.<br>- Tiene calor.	Do not translate I am hungry as estoy hambre.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences tener_expressions pattern
a1_2_core_sentences::acabar_de_infinitive::rule	a1_2_core_sentences	acabar de infinitive	rule	Rule	Rule: acabar de infinitive	<b>Formula</b><br>acabar de + infinitive<br><br><b>Use</b><br>Use acabar de for very recent actions.	Memorize the pattern first; the other cards in this topic make you use it.	- Acabo de llegar.<br>- Acaba de salir.<br>- Acabamos de comer.	The second verb stays infinitive.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences acabar_de_infinitive rule
a1_2_core_sentences::acabar_de_infinitive::choose	a1_2_core_sentences	acabar de infinitive	choose	Choose	Choose: I just arrived.<br>A) Acabo de llegar.<br>B) Acabo de llego.	A) Acabo de llegar.	After de, use the infinitive.	- Acabo de llegar.<br>- Acaba de salir.<br>- Acabamos de comer.	The second verb stays infinitive.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences acabar_de_infinitive choose
a1_2_core_sentences::acabar_de_infinitive::correction	a1_2_core_sentences	acabar de infinitive	correction	Correction	Correct this Spanish: Acaba de salió.	Acaba de salir.	Use infinitive after acabar de.	- Acabo de llegar.<br>- Acaba de salir.<br>- Acabamos de comer.	The second verb stays infinitive.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences acabar_de_infinitive correction
a1_2_core_sentences::acabar_de_infinitive::production	a1_2_core_sentences	acabar de infinitive	production	Production	Write in Spanish: We just ate.	Acabamos de comer.	acabar de + infinitive.	- Acabo de llegar.<br>- Acaba de salir.<br>- Acabamos de comer.	The second verb stays infinitive.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences acabar_de_infinitive production
