English	English Meaning	English Example	Spanish	Pronunciation Hint	Spanish Meaning	Spanish Example	Spanish Meaning (English)	Spanish Example (English)	Spanish Article	Spanish Gender	Spanish Number	Spanish Part of Speech	Spanish Forms	Notes	Status	Source Deck	Source Card	Tags
microbe	A microbe is a very small living thing that often makes people sick.	The first step in curing a disease is finding the microbe that causes it.	el microbio	el mi-KRO-bio	Un microbio es un ser vivo muy pequeño que suele enfermar a las personas.	El primer paso para curar una enfermedad es encontrar el microbio causante.	A microbe is a very small living thing that often makes people sick.	The first step in curing a disease is finding the microbe that causes it.	el	masculine	singular	noun	singular: el microbio; plural: los microbios		reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
minor	A minor problem is a very small and unimportant problem.	This is a minor problem.	menor	me-NOR	Un problema menor es pequeño e importante poco.	Este es un problema menor.	A minor problem is a very small and unimportant problem.	This is a minor problem.							reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
negligible	If something is negligible, it is extremely small and not important.	The amount she owed was negligible. It was less than ten cents.	insignificante	in-si-gni-fi-KAN-te	Insignificante significa extremadamente pequeño y sin importancia.	Lo que debía no era significativo: era menos de diez centavos.	If something is negligible, it is extremely small and not important.	The amount she owed was negligible. It was less than ten cents.							reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
paralysis	Paralysis is the loss of the ability to move all or part of your body.	His paralysis meant that he had to use a wheelchair to get around.	el parálisis	el pa-RA-li-sis	La parálisis es la pérdida de la capacidad de mover todo o parte del cuerpo.	Su parálisis hizo que tuviera que usar silla de ruedas.	Paralysis is the loss of the ability to move all or part of your body.	His paralysis meant that he had to use a wheelchair to get around.	el	masculine	singular	noun	singular: el parálisis; plural: los parálisis		reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
pest	A pest is an animal or insect that hurts plants or food.	Many farmers put up scarecrows to keep pests of their corn.	la plaga	la PLA-ga	Una plaga es un animal o insecto que daña plantas o alimentos.	Muchos granjeros ponen espantapájaros para alejar plagas de maíz.	A pest is an animal or insect that hurts plants or food.	Many farmers put up scarecrows to keep pests of their corn.	la	feminine	singular	noun	singular: la plaga; plural: las plagas		reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
prevail	To prevail means to be accepted or very common.	Unfortunately, injustice still prevails in the country’s court system.	prevalecer	pre-ba-le-SER	Prevalecer significa ser aceptado o muy común.	Por desgracia, la injusticia todavía prevalece en el sistema judicial del país.	To prevail means to be accepted or very common.	Unfortunately, injustice still prevails in the country’s court system.				verb	infinitive: prevalecer; -er pattern: yo -o; tú -es; él/ella -e; nosotros -emos; ellos -en; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
pursuit	When you are in pursuit of something, you are chasing it.	The pursuit of happiness is a basic human right.	persecución	per-se-ku-SION	La persecución es perseguir algo o alguien.	La búsqueda de la felicidad es un derecho humano básico.	When you are in pursuit of something, you are chasing it.	The pursuit of happiness is a basic human right.							reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
rupture	To rupture means to tear or burst open.	Sarah put too much water into the balloon, and it ruptured.	ruptura	ru-PTU-ra	Ruptura significa desgarrar o romper de forma brusca.	Sara metió demasiada agua en el globo y éste se rompió.	To rupture means to tear or burst open.	Sarah put too much water into the balloon, and it ruptured.							reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
savage	If things or people are savage, they are very violent or cruel.	Wild animals are very savage when defending their babies.	salvaje	sal-BA-he	Algo salvaje es muy violento o cruel.	Los animales son muy salvajes al defender a sus crías.	If things or people are savage, they are very violent or cruel.	Wild animals are very savage when defending their babies.							reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
stun	To stun someone means to make them unable to speak due to surprise or shock.	Tim fell of the swing and was too stunned to cry.	aturdir	a-tur-DIR	Aturdir a alguien significa dejarlo sin hablar por sorpresa o impacto.	Tim se cayó del columpio y quedó tan aturdido que no pudo llorar.	To stun someone means to make them unable to speak due to surprise or shock.	Tim fell of the swing and was too stunned to cry.				verb	infinitive: aturdir; -ir pattern: yo -o; tú -es; él/ella -e; nosotros -imos; ellos -en; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
susceptible	If one is susceptible to something like a disease, they are easily harmed by it.	Not eating enough vegetables makes you more susceptible to getting sick.	susceptible	sus-se-PTI-ble	Una persona susceptible puede ser afectada fácilmente por algo, como una enfermedad.	No comer suficientes verduras te hace más susceptible a enfermarte.	If one is susceptible to something like a disease, they are easily harmed by it.	Not eating enough vegetables makes you more susceptible to getting sick.							reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
advocate	To advocate a plan or idea is to support or suggest it in public.	The group advocated increased spending on education and schools.	abogar	a-bo-GAR	Abogar por un plan o idea es apoyarlo públicamente.	El grupo abogó por más presupuesto para educación y escuelas.	To advocate a plan or idea is to support or suggest it in public.	The group advocated increased spending on education and schools.				verb	infinitive: abogar; -ar pattern: yo -o; tú -as; él/ella -a; nosotros -amos; ellos -an; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
albeit	Albeit means although. (It is made of three parts – al(though), be, it.	She was happy, albeit briefly.	aunque	AUN-ke	Aunque significa pese a ello.	Ella estaba feliz, aunque de forma breve.	Albeit means although. (It is made of three parts – al(though), be, it.	She was happy, albeit briefly.							reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
authorize	To authorize something means to give permission for it.	The mayor authorized the construction of a new statue in the park.	autorizar	au-to-ri-SAR	Autorizar significa dar permiso.	El alcalde autorizó la construcción de una nueva estatua en el parque.	To authorize something means to give permission for it.	The mayor authorized the construction of a new statue in the park.				verb	infinitive: autorizar; -ar pattern: yo -o; tú -as; él/ella -a; nosotros -amos; ellos -an; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
civilian	A civilian is someone who is not in the military.	It was Todd’s job to keep civilians from entering the army facility.	el civil	el si-BIL	Civil es alguien que no pertenece al ejército.	El trabajo de Todd fue mantener a los civiles fuera de la base militar.	A civilian is someone who is not in the military.	It was Todd’s job to keep civilians from entering the army facility.	el	masculine	singular	noun	singular: el civil; plural: los civiles		reviewed	4000 Essential English Words::4.Book		spanish from_4000_english 4000_essential_english_words_4_book reviewed
