#separator:tab
#html:true
SourceID	DeckPath	Level	Topic	CardType	PromptMode	Front	Answer	TypeAnswer	Back	Formula	Examples	Audio	AudioURL	AudioContributor	AudioLicense	AudioID	Source	Attribution	Tags
tatoeba::a1_1_foundations::456242::456241::estamos	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: It&#x27;s spring.</span><br>_____ en primavera."	estamos	estamos	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estamos en primavera.<br>- It's spring.						Tatoeba spa:456242 eng:456241	Source: Tatoeba.org sentence IDs 456242/456241.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba::a1_1_foundations::1098471::1098338::estamos	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: We are in Paris.</span><br>_____ en París."	estamos	estamos	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estamos en París.<br>- We are in Paris.						Tatoeba spa:1098471 eng:1098338	Source: Tatoeba.org sentence IDs 1098471/1098338.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba::a1_1_foundations::464465::464464::estamos	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: We&#x27;re open tomorrow.</span><br>_____ abiertos mañana."	estamos	estamos	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estamos abiertos mañana.<br>- We're open tomorrow.						Tatoeba spa:464465 eng:464464	Source: Tatoeba.org sentence IDs 464465/464464.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba::a1_1_foundations::463155::463154::están	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: They are gray.</span><br>_____ canosos."	están	están	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Están canosos.<br>- They are gray.						Tatoeba spa:463155 eng:463154	Source: Tatoeba.org sentence IDs 463155/463154.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba_audio::a1_1_foundations::581751::63266::están	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_581751.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ todos listos?"	están	están	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- ¿Están todos listos?<br>- Are you all ready?	[sound:tatoeba_spa_581751.mp3]	https://audio.tatoeba.org/sentences/spa/581751.mp3	arh	CC BY-NC-ND 3.0	444138	Tatoeba spa:581751 eng:63266	Source: Tatoeba.org sentence IDs 581751/63266.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::580836::306191::están	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_580836.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ hablando en inglés?"	están	están	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- ¿Están hablando en inglés?<br>- Are they speaking English?	[sound:tatoeba_spa_580836.mp3]	https://audio.tatoeba.org/sentences/spa/580836.mp3	arh	CC BY-NC-ND 3.0	524850	Tatoeba spa:580836 eng:306191	Source: Tatoeba.org sentence IDs 580836/306191.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba::a1_1_foundations::463247::463246::están	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: They&#x27;re all fine, thanks.</span><br>_____ todos bien, gracias."	están	están	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Están todos bien, gracias.<br>- They're all fine, thanks.						Tatoeba spa:463247 eng:463246	Source: Tatoeba.org sentence IDs 463247/463246.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba::a1_1_foundations::463169::463168::están	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: They are watching a movie.</span><br>_____ viendo una película."	están	están	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Están viendo una película.<br>- They are watching a movie.						Tatoeba spa:463169 eng:463168	Source: Tatoeba.org sentence IDs 463169/463168.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba::a1_1_foundations::463163::463162::están	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: They are listening to the radio.</span><br>_____ escuchando la radio."	están	están	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Están escuchando la radio.<br>- They are listening to the radio.						Tatoeba spa:463163 eng:463162	Source: Tatoeba.org sentence IDs 463163/463162.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba::a1_1_foundations::463161::463160::están	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: They are listening to a concert.</span><br>_____ escuchando un concierto."	están	están	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Están escuchando un concierto.<br>- They are listening to a concert.						Tatoeba spa:463161 eng:463160	Source: Tatoeba.org sentence IDs 463161/463160.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba_audio::a1_1_foundations::436376::436375::tengo	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_436376.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ calor."	tengo	tengo	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use tener for possession, age, and tener que obligation chunks.<br><br>Pattern<br>subject + tener form + noun / que + infinitive	- Tengo calor.<br>- I am hot.	[sound:tatoeba_spa_436376.mp3]	https://audio.tatoeba.org/sentences/spa/436376.mp3	arh	CC BY-NC-ND 3.0	34193	Tatoeba spa:436376 eng:436375	Source: Tatoeba.org sentence IDs 436376/436375.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::436326::21124::tengo	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_436326.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ frío."	tengo	tengo	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use tener for possession, age, and tener que obligation chunks.<br><br>Pattern<br>subject + tener form + noun / que + infinitive	- Tengo frío.<br>- I feel cold.	[sound:tatoeba_spa_436326.mp3]	https://audio.tatoeba.org/sentences/spa/436326.mp3	arh	CC BY-NC-ND 3.0	34189	Tatoeba spa:436326 eng:21124	Source: Tatoeba.org sentence IDs 436326/21124.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::2641::1436::tengo	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_2641.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ curiosidad."	tengo	tengo	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use tener for possession, age, and tener que obligation chunks.<br><br>Pattern<br>subject + tener form + noun / que + infinitive	- Tengo curiosidad.<br>- I am curious.	[sound:tatoeba_spa_2641.mp3]	https://audio.tatoeba.org/sentences/spa/2641.mp3	marcelostockle	CC BY-NC 4.0	1396	Tatoeba spa:2641 eng:1436	Source: Tatoeba.org sentence IDs 2641/1436.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::338535::280988::tengo	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_338535.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ resaca."	tengo	tengo	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use tener for possession, age, and tener que obligation chunks.<br><br>Pattern<br>subject + tener form + noun / que + infinitive	- Tengo resaca.<br>- I have a hangover.	[sound:tatoeba_spa_338535.mp3]	https://audio.tatoeba.org/sentences/spa/338535.mp3	arh	CC BY-NC-ND 3.0	444078	Tatoeba spa:338535 eng:280988	Source: Tatoeba.org sentence IDs 338535/280988.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba::a1_1_foundations::434503::434502::tengo	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Do I have cavities?</span><br>¿_____ caries?"	tengo	tengo	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use tener for possession, age, and tener que obligation chunks.<br><br>Pattern<br>subject + tener form + noun / que + infinitive	- ¿Tengo caries?<br>- Do I have cavities?						Tatoeba spa:434503 eng:434502	Source: Tatoeba.org sentence IDs 434503/434502.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba_audio::a1_1_foundations::2807::1630::tengo	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_2807.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ un sueño."	tengo	tengo	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use tener for possession, age, and tener que obligation chunks.<br><br>Pattern<br>subject + tener form + noun / que + infinitive	- Tengo un sueño.<br>- I have a dream.	[sound:tatoeba_spa_2807.mp3]	https://audio.tatoeba.org/sentences/spa/2807.mp3	marcelostockle	CC BY-NC 4.0	1488	Tatoeba spa:2807 eng:1630	Source: Tatoeba.org sentence IDs 2807/1630.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::345164::255235::tengo	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_345164.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ mucha sed."	tengo	tengo	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use tener for possession, age, and tener que obligation chunks.<br><br>Pattern<br>subject + tener form + noun / que + infinitive	- Tengo mucha sed.<br>- I'm very thirsty.	[sound:tatoeba_spa_345164.mp3]	https://audio.tatoeba.org/sentences/spa/345164.mp3	arh	CC BY-NC-ND 3.0	442548	Tatoeba spa:345164 eng:255235	Source: Tatoeba.org sentence IDs 345164/255235.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::2928::411667::tienes	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_2928.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ razón."	tienes	tienes	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use tener for possession, age, and tener que obligation chunks.<br><br>Pattern<br>subject + tener form + noun / que + infinitive	- Tienes razón.<br>- You're right.	[sound:tatoeba_spa_2928.mp3]	https://audio.tatoeba.org/sentences/spa/2928.mp3	marcelostockle	CC BY-NC 4.0	1547	Tatoeba spa:2928 eng:411667	Source: Tatoeba.org sentence IDs 2928/411667.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba::a1_1_foundations::434259::434258::tienes	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Are you thirsty?</span><br>¿_____ sed?"	tienes	tienes	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use tener for possession, age, and tener que obligation chunks.<br><br>Pattern<br>subject + tener form + noun / que + infinitive	- ¿Tienes sed?<br>- Are you thirsty?						Tatoeba spa:434259 eng:434258	Source: Tatoeba.org sentence IDs 434259/434258.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba::a1_1_foundations::380870::434242::tienes	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Are you hungry?</span><br>¿_____ hambre?"	tienes	tienes	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use tener for possession, age, and tener que obligation chunks.<br><br>Pattern<br>subject + tener form + noun / que + infinitive	- ¿Tienes hambre?<br>- Are you hungry?						Tatoeba spa:380870 eng:434242	Source: Tatoeba.org sentence IDs 380870/434242.	spanish_core a1_1_foundations sentence_mining typed_cloze
