#separator:tab
#html:true
SourceID	Level	Phrase	Front	FrontHTML	Meaning	Examples	Tags
en_phrase_265_on_the_rise	level_5	on the rise	Demand for enterprise support is on the rise.	"Demand for enterprise support is <span class=""target-phrase"">on the rise</span>."	Increasing trend over time.	- Active users are on the rise after the redesign launch.<br>- Complaints are on the rise unless response times drop.<br>- Interest in the workshop series is on the rise in two cities.	english_phrases natural_phrases level_5 natural phrase on_the_rise
en_phrase_266_on_the_decline	level_5	on the decline	Sign-up conversions are on the decline this month.	"Sign-up conversions are <span class=""target-phrase"">on the decline</span> this month."	Decreasing trend or movement downward.	- Subscription upgrades were on the decline after the pricing experiment.<br>- Mentions of outages are on the decline since the rollback.<br>- Customer response times were on the decline after the new template.	english_phrases natural_phrases level_5 natural phrase on_the_decline
en_phrase_267_in_the_final_stretch	level_5	in the final stretch	We are in the final stretch before final delivery.	"We are <span class=""target-phrase"">in the final stretch</span> before final delivery."	The closing phase when success depends on finishing tasks.	- The team is in the final stretch, running final security checks.<br>- At the final stretch we added only critical fixes.<br>- The finance close is in the final stretch, with reconciliation due tomorrow.	english_phrases natural_phrases level_5 natural phrase in_the_final_stretch
en_phrase_268_in_the_midst_of	level_5	in the midst of	The editor is in the midst of a major policy update.	"The editor is <span class=""target-phrase"">in the midst of</span> a major policy update."	Being in the middle of an ongoing process or situation.	- The operations team was in the midst of an audit when the alarm sounded.<br>- She is in the midst of building a new routing workflow.<br>- The company was in the midst of a policy rollout but still met payroll deadlines.	english_phrases natural_phrases level_5 natural phrase in_the_midst_of
en_phrase_269_on_some_level	level_5	on some level	I agree with you on some level, even if the details differ.	"I agree with you <span class=""target-phrase"">on some level</span>, even if the details differ."	Partly or in some respect, not fully.	- People may not be ready, but on some level they trust the brand.<br>- The manager knew on some level that the migration was necessary.<br>- The community responded on some level to the updated policy.	english_phrases natural_phrases level_5 natural phrase on_some_level
en_phrase_270_on_the_same_wavelength	level_5	on the same wavelength	The two engineers were on the same wavelength by launch time.	"The two engineers were <span class=""target-phrase"">on the same wavelength</span> by launch time."	Sharing similar understanding or intent.	- The design and QA teams were on the same wavelength during bug triage.<br>- The sponsor and founder are on the same wavelength about retention.<br>- After one whiteboard session, everyone felt on the same wavelength.	english_phrases natural_phrases level_5 natural phrase on_the_same_wavelength
en_phrase_271_at_the_executive_level	level_5	at the executive level	The update is now being reviewed at the executive level.	"The update is now being reviewed <span class=""target-phrase"">at the executive level</span>."	The level where senior leadership makes final decisions.	- The expansion is discussed at the executive level this month.<br>- Contract exceptions now require approval at the executive level.<br>- Budget shifts were approved at the executive level before release.	english_phrases natural_phrases level_5 natural phrase at_the_executive_level
en_phrase_272_from_a_customer_perspective	level_5	from a customer perspective	Design from a customer perspective reduces support calls.	"Design <span class=""target-phrase"">from a customer perspective</span> reduces support calls."	Evaluating decisions by how customers experience them.	- From a customer perspective, the billing message is still confusing.<br>- The team rebuilt onboarding from a customer perspective.<br>- From a customer perspective, the cancellation flow is too long.	english_phrases natural_phrases level_5 natural phrase from_a_customer_perspective
en_phrase_273_from_a_business_perspective	level_5	from a business perspective	From a business perspective, retention beats one-time revenue.	"<span class=""target-phrase"">From a business perspective</span>, retention beats one-time revenue."	Evaluating impact through commercial strategy and operations.	- From a business perspective, the slower rollout reduced legal risk.<br>- The board approved the pivot from a business perspective after the forecast.<br>- From a business perspective, that feature is not a priority.	english_phrases natural_phrases level_5 natural phrase from_a_business_perspective
en_phrase_274_from_a_compliance_perspective	level_5	from a compliance perspective	From a compliance perspective, we need proof of consent.	"<span class=""target-phrase"">From a compliance perspective</span>, we need proof of consent."	Judged by legal, policy, or regulatory standards.	- From a compliance perspective, storing raw identifiers is not allowed.<br>- The legal team reviewed the form from a compliance perspective before launch.<br>- From a compliance perspective, all audit trails must be timestamped.	english_phrases natural_phrases level_5 natural phrase from_a_compliance_perspective
